,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora
1872,0.0,0.519,0.0,None,2021-12-16 00:00:00
1873,0.0,0.412,0.0,None,2021-12-16 01:00:00
1874,0.0,0.334,0.0,None,2021-12-16 02:00:00
1875,0.0,0.301,0.0,None,2021-12-16 03:00:00
1876,0.0,0.298,0.0,None,2021-12-16 04:00:00
1877,0.0,0.28,0.0,None,2021-12-16 05:00:00
1878,0.0,0.266,0.0,None,2021-12-16 06:00:00
1879,0.0,0.985,0.0,None,2021-12-16 07:00:00
1880,0.643,0.0,0.158,None,2021-12-16 08:00:00
1881,0.835,0.0,0.565,None,2021-12-16 09:00:00
1882,0.392,0.0,0.597,Medium,2021-12-16 10:00:00
1883,0.0,0.0,0.246,High,2021-12-16 11:00:00
1884,0.0,0.0,0.246,High,2021-12-16 12:00:00
1885,0.0,0.0,0.232,High,2021-12-16 13:00:00
1886,0.038,0.0,0.358,Medium,2021-12-16 14:00:00
1887,0.201,0.0,0.235,Medium,2021-12-16 15:00:00
1888,0.244,0.0,0.014,None,2021-12-16 16:00:00
1889,0.281,0.0,0.0,None,2021-12-16 17:00:00
1890,0.298,0.0,0.0,None,2021-12-16 18:00:00
1891,0.372,0.0,0.0,None,2021-12-16 19:00:00
1892,0.435,0.0,0.0,None,2021-12-16 20:00:00
1893,0.434,0.0,0.0,None,2021-12-16 21:00:00
1894,0.0,0.469,0.0,None,2021-12-16 22:00:00
1895,0.0,0.308,0.0,None,2021-12-16 23:00:00
1896,0.0,0.313,0.0,None,2021-12-17 00:00:00
1897,0.0,0.32,0.0,None,2021-12-17 01:00:00
1898,0.0,0.32,0.0,None,2021-12-17 02:00:00
1899,0.0,0.337,0.0,None,2021-12-17 03:00:00
1900,0.0,0.734,0.0,None,2021-12-17 04:00:00
1901,0.0,0.269,0.0,None,2021-12-17 05:00:00
1902,0.0,0.286,0.0,None,2021-12-17 06:00:00
1903,0.0,1.511,0.0,None,2021-12-17 07:00:00
1904,0.276,0.0,0.117,Low,2021-12-17 08:00:00
1905,0.0,0.0,0.244,High,2021-12-17 09:00:00
1906,0.0,0.0,0.239,High,2021-12-17 10:00:00
1907,0.4,0.0,0.558,High,2021-12-17 11:00:00
1908,0.0,0.0,0.297,High,2021-12-17 12:00:00
1909,0.0,0.0,0.251,High,2021-12-17 13:00:00
1910,0.0,0.0,0.255,High,2021-12-17 14:00:00
1911,0.126,0.0,0.245,Medium,2021-12-17 15:00:00
1912,0.541,0.0,0.015,None,2021-12-17 16:00:00
1913,0.351,0.0,0.0,None,2021-12-17 17:00:00
1914,0.421,0.0,0.0,None,2021-12-17 18:00:00
1915,0.982,0.0,0.0,None,2021-12-17 19:00:00
1916,0.63,0.0,0.0,None,2021-12-17 20:00:00
1917,0.469,0.0,0.0,None,2021-12-17 21:00:00
1918,0.0,0.465,0.0,None,2021-12-17 22:00:00
1919,0.0,1.269,0.0,None,2021-12-17 23:00:00
1920,0.0,0.677,0.0,None,2021-12-18 00:00:00
1921,0.0,0.348,0.0,None,2021-12-18 01:00:00
1922,0.0,0.252,0.0,None,2021-12-18 02:00:00
1923,0.0,0.25,0.0,None,2021-12-18 03:00:00
1924,0.0,0.274,0.0,None,2021-12-18 04:00:00
1925,0.0,0.245,0.0,None,2021-12-18 05:00:00
1926,0.0,0.263,0.0,None,2021-12-18 06:00:00
1927,0.0,1.499,0.0,None,2021-12-18 07:00:00
1928,0.232,0.0,0.1,None,2021-12-18 08:00:00
1929,0.179,0.0,0.388,Medium,2021-12-18 09:00:00
1930,0.0,0.0,0.395,High,2021-12-18 10:00:00
1931,0.338,0.0,0.588,Medium,2021-12-18 11:00:00
1932,0.637,0.0,0.688,Medium,2021-12-18 12:00:00
1933,0.256,0.0,0.557,Medium,2021-12-18 13:00:00
1934,0.267,0.0,0.441,Medium,2021-12-18 14:00:00
1935,0.025,0.0,0.273,Low,2021-12-18 15:00:00
1936,1.201,0.0,0.02,None,2021-12-18 16:00:00
1937,1.424,0.0,0.0,None,2021-12-18 17:00:00
1938,0.904,0.0,0.0,None,2021-12-18 18:00:00
1939,1.372,0.0,0.0,None,2021-12-18 19:00:00
1940,0.875,0.0,0.0,None,2021-12-18 20:00:00
1941,0.761,0.0,0.0,None,2021-12-18 21:00:00
1942,0.0,0.59,0.0,None,2021-12-18 22:00:00
1943,0.0,0.516,0.0,None,2021-12-18 23:00:00
1944,0.0,0.5,0.0,None,2021-12-19 00:00:00
1945,0.0,0.454,0.0,None,2021-12-19 01:00:00
1946,0.0,0.397,0.0,None,2021-12-19 02:00:00
1947,0.0,0.349,0.0,None,2021-12-19 03:00:00
1948,0.0,0.324,0.0,None,2021-12-19 04:00:00
1949,0.0,0.259,0.0,None,2021-12-19 05:00:00
1950,0.0,0.997,0.0,None,2021-12-19 06:00:00
1951,0.0,0.5,0.0,None,2021-12-19 07:00:00
1952,0.23,0.0,0.098,None,2021-12-19 08:00:00
1953,0.089,0.0,0.425,Medium,2021-12-19 09:00:00
1954,1.299,0.0,0.686,None,2021-12-19 10:00:00
1955,0.729,0.0,0.753,Low,2021-12-19 11:00:00
1956,0.997,0.0,0.86,None,2021-12-19 12:00:00
1957,0.0,0.0,0.345,High,2021-12-19 13:00:00
1958,0.008,0.0,0.404,Medium,2021-12-19 14:00:00
1959,0.036,0.0,0.298,Low,2021-12-19 15:00:00
1960,0.306,0.0,0.015,None,2021-12-19 16:00:00
1961,0.363,0.0,0.0,None,2021-12-19 17:00:00
1962,0.957,0.0,0.0,None,2021-12-19 18:00:00
1963,1.858,0.0,0.0,None,2021-12-19 19:00:00
1964,1.155,0.0,0.0,None,2021-12-19 20:00:00
1965,0.806,0.0,0.0,None,2021-12-19 21:00:00
1966,0.0,0.656,0.0,None,2021-12-19 22:00:00
1967,0.0,0.624,0.0,None,2021-12-19 23:00:00
1968,0.0,0.508,0.0,None,2021-12-20 00:00:00
1969,0.0,0.337,0.0,None,2021-12-20 01:00:00
1970,0.0,0.331,0.0,None,2021-12-20 02:00:00
1971,0.0,0.337,0.0,None,2021-12-20 03:00:00
1972,0.0,0.296,0.0,None,2021-12-20 04:00:00
1973,0.0,0.257,0.0,None,2021-12-20 05:00:00
1974,0.0,0.256,0.0,None,2021-12-20 06:00:00
1975,0.0,1.232,0.0,None,2021-12-20 07:00:00
1976,1.277,0.0,0.018,None,2021-12-20 08:00:00
1977,0.148,0.0,0.077,None,2021-12-20 09:00:00
1978,0.082,0.0,0.139,None,2021-12-20 10:00:00
1979,0.103,0.0,0.173,None,2021-12-20 11:00:00
1980,0.49,0.0,0.111,None,2021-12-20 12:00:00
1981,0.218,0.0,0.06,None,2021-12-20 13:00:00
1982,0.311,0.0,0.003,None,2021-12-20 14:00:00
1983,0.268,0.0,0.003,None,2021-12-20 15:00:00
1984,1.174,0.0,0.0,None,2021-12-20 16:00:00
1985,0.581,0.0,0.0,None,2021-12-20 17:00:00
1986,1.752,0.0,0.0,None,2021-12-20 18:00:00
1987,1.779,0.0,0.0,None,2021-12-20 19:00:00
1988,1.15,0.0,0.0,None,2021-12-20 20:00:00
1989,0.462,0.0,0.0,None,2021-12-20 21:00:00
1990,0.0,0.719,0.0,None,2021-12-20 22:00:00
1991,0.0,0.594,0.0,None,2021-12-20 23:00:00
1992,0.0,0.508,0.0,None,2021-12-21 00:00:00
1993,0.0,0.431,0.0,None,2021-12-21 01:00:00
1994,0.0,0.384,0.0,None,2021-12-21 02:00:00
1995,0.0,0.39,0.0,None,2021-12-21 03:00:00
1996,0.0,0.55,0.0,None,2021-12-21 04:00:00
1997,0.0,0.395,0.0,None,2021-12-21 05:00:00
1998,0.0,0.389,0.0,None,2021-12-21 06:00:00
1999,0.0,0.884,0.0,None,2021-12-21 07:00:00
2000,0.269,0.0,0.132,None,2021-12-21 08:00:00
2001,0.0,0.0,0.337,Medium,2021-12-21 09:00:00
2002,0.0,0.0,0.341,High,2021-12-21 10:00:00
2003,0.0,0.0,0.355,High,2021-12-21 11:00:00
2004,0.15,0.0,0.573,Medium,2021-12-21 12:00:00
2005,0.037,0.0,0.31,Medium,2021-12-21 13:00:00
2006,0.03,0.0,0.305,Low,2021-12-21 14:00:00
2007,0.18,0.0,0.155,None,2021-12-21 15:00:00
2008,0.407,0.0,0.011,None,2021-12-21 16:00:00
2009,0.755,0.0,0.0,None,2021-12-21 17:00:00
2010,0.6,0.0,0.0,None,2021-12-21 18:00:00
2011,0.818,0.0,0.0,None,2021-12-21 19:00:00
2012,0.995,0.0,0.0,None,2021-12-21 20:00:00
2013,0.721,0.0,0.0,None,2021-12-21 21:00:00
2014,0.0,0.593,0.0,None,2021-12-21 22:00:00
2015,0.0,0.998,0.0,None,2021-12-21 23:00:00
2016,0.0,1.297,0.0,None,2021-12-22 00:00:00
2017,0.0,0.365,0.0,None,2021-12-22 01:00:00
2018,0.0,0.372,0.0,None,2021-12-22 02:00:00
2019,0.0,0.353,0.0,None,2021-12-22 03:00:00
2020,0.0,0.301,0.0,None,2021-12-22 04:00:00
2021,0.0,0.437,0.0,None,2021-12-22 05:00:00
2022,0.0,0.321,0.0,None,2021-12-22 06:00:00
2023,0.0,1.026,0.0,None,2021-12-22 07:00:00
2024,0.526,0.0,0.108,None,2021-12-22 08:00:00
2025,0.0,0.0,0.287,Medium,2021-12-22 09:00:00
2026,0.0,0.0,0.278,High,2021-12-22 10:00:00
2027,0.0,0.0,0.276,High,2021-12-22 11:00:00
2028,0.0,0.0,0.282,Medium,2021-12-22 12:00:00
2029,0.102,0.0,0.18,Medium,2021-12-22 13:00:00
2030,0.304,0.0,0.133,None,2021-12-22 14:00:00
2031,0.649,0.0,0.074,None,2021-12-22 15:00:00
2032,0.697,0.0,0.01,None,2021-12-22 16:00:00
2033,0.348,0.0,0.0,None,2021-12-22 17:00:00
2034,0.358,0.0,0.0,None,2021-12-22 18:00:00
2035,0.343,0.0,0.0,None,2021-12-22 19:00:00
2036,0.728,0.0,0.0,None,2021-12-22 20:00:00
2037,0.903,0.0,0.0,None,2021-12-22 21:00:00
2038,0.0,0.83,0.0,None,2021-12-22 22:00:00
2039,0.0,0.626,0.0,None,2021-12-22 23:00:00
2040,0.0,0.558,0.0,None,2021-12-23 00:00:00
2041,0.0,0.287,0.0,None,2021-12-23 01:00:00
2042,0.0,0.288,0.0,None,2021-12-23 02:00:00
2043,0.0,0.351,0.0,None,2021-12-23 03:00:00
2044,0.0,0.299,0.0,None,2021-12-23 04:00:00
2045,0.0,0.301,0.0,None,2021-12-23 05:00:00
2046,0.0,0.696,0.0,None,2021-12-23 06:00:00
2047,0.0,0.865,0.0,None,2021-12-23 07:00:00
2048,0.622,0.0,0.001,None,2021-12-23 08:00:00
2049,0.333,0.0,0.024,None,2021-12-23 09:00:00
2050,0.182,0.0,0.117,Low,2021-12-23 10:00:00
2051,0.074,0.0,0.386,Medium,2021-12-23 11:00:00
2052,0.071,0.0,0.332,Medium,2021-12-23 12:00:00
2053,0.121,0.0,0.203,None,2021-12-23 13:00:00
2054,0.138,0.0,0.213,None,2021-12-23 14:00:00
2055,0.577,0.0,0.097,None,2021-12-23 15:00:00
2056,0.477,0.0,0.037,None,2021-12-23 16:00:00
2057,0.751,0.0,0.001,None,2021-12-23 17:00:00
2058,0.998,0.0,0.0,None,2021-12-23 18:00:00
2059,0.599,0.0,0.0,None,2021-12-23 19:00:00
2060,0.813,0.0,0.0,None,2021-12-23 20:00:00
2061,0.564,0.0,0.0,None,2021-12-23 21:00:00
2062,0.0,0.951,0.0,None,2021-12-23 22:00:00
2063,0.0,0.992,0.0,None,2021-12-23 23:00:00
2064,0.0,0.544,0.0,None,2021-12-24 00:00:00
2065,0.0,0.374,0.0,None,2021-12-24 01:00:00
2066,0.0,0.319,0.0,None,2021-12-24 02:00:00
2067,0.0,0.321,0.0,None,2021-12-24 03:00:00
2068,0.0,0.304,0.0,None,2021-12-24 04:00:00
2069,0.0,0.307,0.0,None,2021-12-24 05:00:00
2070,0.0,0.314,0.0,None,2021-12-24 06:00:00
2071,0.0,0.322,0.0,None,2021-12-24 07:00:00
2072,0.814,0.0,0.004,None,2021-12-24 08:00:00
2073,0.755,0.0,0.04,None,2021-12-24 09:00:00
2074,1.676,0.0,0.213,None,2021-12-24 10:00:00
2075,0.784,0.0,0.275,None,2021-12-24 11:00:00
2076,0.225,0.0,0.178,None,2021-12-24 12:00:00
2077,1.172,0.0,0.08,None,2021-12-24 13:00:00
2078,0.823,0.0,0.052,None,2021-12-24 14:00:00
2079,0.673,0.0,0.021,None,2021-12-24 15:00:00
2080,1.69,0.0,0.029,None,2021-12-24 16:00:00
2081,1.546,0.0,0.0,None,2021-12-24 17:00:00
2082,0.929,0.0,0.0,None,2021-12-24 18:00:00
2083,2.513,0.0,0.0,None,2021-12-24 19:00:00
2084,1.799,0.0,0.0,None,2021-12-24 20:00:00
2085,0.682,0.0,0.0,None,2021-12-24 21:00:00
2086,0.0,0.886,0.0,None,2021-12-24 22:00:00
2087,0.0,1.22,0.0,None,2021-12-24 23:00:00
2088,0.0,0.479,0.0,None,2021-12-25 00:00:00
2089,0.0,0.44,0.0,None,2021-12-25 01:00:00
2090,0.0,0.322,0.0,None,2021-12-25 02:00:00
2091,0.0,0.294,0.0,None,2021-12-25 03:00:00
2092,0.0,0.299,0.0,None,2021-12-25 04:00:00
2093,0.0,0.342,0.0,None,2021-12-25 05:00:00
2094,0.0,0.303,0.0,None,2021-12-25 06:00:00
2095,0.0,0.319,0.0,None,2021-12-25 07:00:00
2096,0.33,0.0,0.008,None,2021-12-25 08:00:00
2097,1.954,0.0,0.117,None,2021-12-25 09:00:00
2098,0.546,0.0,0.448,Low,2021-12-25 10:00:00
2099,1.235,0.0,0.263,None,2021-12-25 11:00:00
2100,2.269,0.0,0.39,None,2021-12-25 12:00:00
2101,1.627,0.0,0.23,None,2021-12-25 13:00:00
2102,0.397,0.0,0.106,None,2021-12-25 14:00:00
2103,0.472,0.0,0.206,None,2021-12-25 15:00:00
2104,0.311,0.0,0.029,None,2021-12-25 16:00:00
2105,0.343,0.0,0.0,None,2021-12-25 17:00:00
2106,0.386,0.0,0.0,None,2021-12-25 18:00:00
2107,0.439,0.0,0.0,None,2021-12-25 19:00:00
2108,0.69,0.0,0.0,None,2021-12-25 20:00:00
2109,0.437,0.0,0.0,None,2021-12-25 21:00:00
2110,0.0,0.375,0.0,None,2021-12-25 22:00:00
2111,0.0,0.379,0.0,None,2021-12-25 23:00:00
2112,0.0,0.375,0.0,None,2021-12-26 00:00:00
2113,0.0,0.326,0.0,None,2021-12-26 01:00:00
2114,0.0,0.254,0.0,None,2021-12-26 02:00:00
2115,0.0,0.25,0.0,None,2021-12-26 03:00:00
2116,0.0,0.372,0.0,None,2021-12-26 04:00:00
2117,0.0,0.415,0.0,None,2021-12-26 05:00:00
2118,0.0,0.331,0.0,None,2021-12-26 06:00:00
2119,0.0,1.285,0.0,None,2021-12-26 07:00:00
2120,0.245,0.0,0.0,None,2021-12-26 08:00:00
2121,0.225,0.0,0.013,None,2021-12-26 09:00:00
2122,0.687,0.0,0.022,None,2021-12-26 10:00:00
2123,1.884,0.0,0.031,None,2021-12-26 11:00:00
2124,0.665,0.0,0.059,None,2021-12-26 12:00:00
2125,1.155,0.0,0.055,None,2021-12-26 13:00:00
2126,0.218,0.0,0.036,None,2021-12-26 14:00:00
2127,0.375,0.0,0.017,None,2021-12-26 15:00:00
2128,1.413,0.0,0.001,None,2021-12-26 16:00:00
2129,1.055,0.0,0.0,None,2021-12-26 17:00:00
2130,1.046,0.0,0.0,None,2021-12-26 18:00:00
2131,0.79,0.0,0.0,None,2021-12-26 19:00:00
2132,1.096,0.0,0.0,None,2021-12-26 20:00:00
2133,0.585,0.0,0.0,None,2021-12-26 21:00:00
2134,0.0,0.622,0.0,None,2021-12-26 22:00:00
2135,0.0,0.459,0.0,None,2021-12-26 23:00:00
2136,0.0,0.433,0.0,None,2021-12-27 00:00:00
2137,0.0,0.486,0.0,None,2021-12-27 01:00:00
2138,0.0,0.304,0.0,None,2021-12-27 02:00:00
2139,0.0,0.284,0.0,None,2021-12-27 03:00:00
2140,0.0,0.286,0.0,None,2021-12-27 04:00:00
2141,0.0,0.293,0.0,None,2021-12-27 05:00:00
2142,0.0,0.286,0.0,None,2021-12-27 06:00:00
2143,0.0,0.284,0.0,None,2021-12-27 07:00:00
2144,0.234,0.0,0.04,None,2021-12-27 08:00:00
2145,0.661,0.0,0.103,None,2021-12-27 09:00:00
2146,0.849,0.0,0.113,None,2021-12-27 10:00:00
2147,0.057,0.0,0.24,Medium,2021-12-27 11:00:00
2148,0.034,0.0,0.271,Medium,2021-12-27 12:00:00
2149,0.585,0.0,0.282,Medium,2021-12-27 13:00:00
2150,0.1,0.0,0.231,Low,2021-12-27 14:00:00
2151,0.276,0.0,0.085,None,2021-12-27 15:00:00
2152,0.552,0.0,0.022,None,2021-12-27 16:00:00
2153,1.097,0.0,0.0,None,2021-12-27 17:00:00
2154,0.655,0.0,0.0,None,2021-12-27 18:00:00
2155,0.881,0.0,0.0,None,2021-12-27 19:00:00
2156,0.74,0.0,0.0,None,2021-12-27 20:00:00
2157,0.466,0.0,0.0,None,2021-12-27 21:00:00
2158,0.0,0.523,0.0,None,2021-12-27 22:00:00
2159,0.0,0.508,0.0,None,2021-12-27 23:00:00
2160,0.0,1.148,0.0,None,2021-12-28 00:00:00
2161,0.0,0.345,0.0,None,2021-12-28 01:00:00
2162,0.0,0.251,0.0,None,2021-12-28 02:00:00
2163,0.0,0.318,0.0,None,2021-12-28 03:00:00
2164,0.0,0.284,0.0,None,2021-12-28 04:00:00
2165,0.0,0.249,0.0,None,2021-12-28 05:00:00
2166,0.0,0.236,0.0,None,2021-12-28 06:00:00
2167,0.0,0.246,0.0,None,2021-12-28 07:00:00
2168,0.253,0.0,0.008,None,2021-12-28 08:00:00
2169,0.219,0.0,0.086,None,2021-12-28 09:00:00
2170,0.06,0.0,0.2,Medium,2021-12-28 10:00:00
2171,0.046,0.0,0.241,Medium,2021-12-28 11:00:00
2172,0.013,0.0,0.285,Medium,2021-12-28 12:00:00
2173,0.083,0.0,0.295,Low,2021-12-28 13:00:00
2174,0.375,0.0,0.261,Low,2021-12-28 14:00:00
2175,0.51,0.0,0.093,None,2021-12-28 15:00:00
2176,0.493,0.0,0.016,None,2021-12-28 16:00:00
2177,0.384,0.0,0.0,None,2021-12-28 17:00:00
2178,0.796,0.0,0.0,None,2021-12-28 18:00:00
2179,0.565,0.0,0.0,None,2021-12-28 19:00:00
2180,0.513,0.0,0.0,None,2021-12-28 20:00:00
2181,0.615,0.0,0.0,None,2021-12-28 21:00:00
2182,0.0,0.353,0.0,None,2021-12-28 22:00:00
2183,0.0,1.109,0.0,None,2021-12-28 23:00:00
2184,0.0,0.368,0.0,None,2021-12-29 00:00:00
2185,0.0,0.335,0.0,None,2021-12-29 01:00:00
2186,0.0,0.317,0.0,None,2021-12-29 02:00:00
2187,0.0,0.377,0.0,None,2021-12-29 03:00:00
2188,0.0,0.395,0.0,None,2021-12-29 04:00:00
2189,0.0,0.323,0.0,None,2021-12-29 05:00:00
2190,0.0,0.264,0.0,None,2021-12-29 06:00:00
2191,0.0,0.257,0.0,None,2021-12-29 07:00:00
2192,0.257,0.0,0.014,None,2021-12-29 08:00:00
2193,0.339,0.0,0.074,None,2021-12-29 09:00:00
2194,0.751,0.0,0.145,None,2021-12-29 10:00:00
2195,0.074,0.0,0.261,Low,2021-12-29 11:00:00
2196,1.179,0.0,0.197,None,2021-12-29 12:00:00
2197,0.325,0.0,0.125,None,2021-12-29 13:00:00
2198,0.355,0.0,0.117,None,2021-12-29 14:00:00
2199,0.43,0.0,0.092,None,2021-12-29 15:00:00
2200,0.612,0.0,0.04,None,2021-12-29 16:00:00
2201,0.7,0.0,0.0,None,2021-12-29 17:00:00
2202,0.475,0.0,0.0,None,2021-12-29 18:00:00
2203,1.111,0.0,0.0,None,2021-12-29 19:00:00
2204,1.143,0.0,0.0,None,2021-12-29 20:00:00
2205,0.414,0.0,0.0,None,2021-12-29 21:00:00
2206,0.0,0.404,0.0,None,2021-12-29 22:00:00
2207,0.0,0.465,0.0,None,2021-12-29 23:00:00
2208,0.0,0.426,0.0,None,2021-12-30 00:00:00
2209,0.0,0.362,0.0,None,2021-12-30 01:00:00
2210,0.0,0.342,0.0,None,2021-12-30 02:00:00
2211,0.0,0.265,0.0,None,2021-12-30 03:00:00
2212,0.0,0.258,0.0,None,2021-12-30 04:00:00
2213,0.0,0.25,0.0,None,2021-12-30 05:00:00
2214,0.0,0.255,0.0,None,2021-12-30 06:00:00
2215,0.0,0.237,0.0,None,2021-12-30 07:00:00
2216,0.136,0.0,0.096,None,2021-12-30 08:00:00
2217,0.009,0.0,0.255,Medium,2021-12-30 09:00:00
2218,0.0,0.0,0.344,High,2021-12-30 10:00:00
2219,0.19,0.0,0.499,High,2021-12-30 11:00:00
2220,0.41,0.0,0.777,Medium,2021-12-30 12:00:00
2221,0.28,0.0,0.627,Medium,2021-12-30 13:00:00
2222,1.272,0.0,0.658,None,2021-12-30 14:00:00
2223,0.71,0.0,0.4,None,2021-12-30 15:00:00
2224,0.586,0.0,0.031,None,2021-12-30 16:00:00
2225,1.014,0.0,0.0,None,2021-12-30 17:00:00
2226,1.461,0.0,0.0,None,2021-12-30 18:00:00
2227,1.422,0.0,0.0,None,2021-12-30 19:00:00
2228,0.939,0.0,0.0,None,2021-12-30 20:00:00
2229,0.49,0.0,0.0,None,2021-12-30 21:00:00
2230,0.0,0.406,0.0,None,2021-12-30 22:00:00
2231,0.0,0.402,0.0,None,2021-12-30 23:00:00
2232,0.0,0.397,0.0,None,2021-12-31 00:00:00
2233,0.0,0.318,0.0,None,2021-12-31 01:00:00
2234,0.0,0.257,0.0,None,2021-12-31 02:00:00
2235,0.0,0.247,0.0,None,2021-12-31 03:00:00
2236,0.0,0.255,0.0,None,2021-12-31 04:00:00
2237,0.0,0.245,0.0,None,2021-12-31 05:00:00
2238,0.0,0.244,0.0,None,2021-12-31 06:00:00
2239,0.0,1.677,0.0,None,2021-12-31 07:00:00
2240,0.194,0.0,0.059,None,2021-12-31 08:00:00
2241,0.189,0.0,0.362,Medium,2021-12-31 09:00:00
2242,0.0,0.0,0.298,High,2021-12-31 10:00:00
2243,0.094,0.0,0.434,High,2021-12-31 11:00:00
2244,0.0,0.0,0.43,High,2021-12-31 12:00:00
2245,0.892,0.0,0.635,None,2021-12-31 13:00:00
2246,1.614,0.0,0.556,None,2021-12-31 14:00:00
2247,0.598,0.0,0.385,None,2021-12-31 15:00:00
2248,1.354,0.0,0.038,None,2021-12-31 16:00:00
2249,1.626,0.0,0.0,None,2021-12-31 17:00:00
2250,0.708,0.0,0.0,None,2021-12-31 18:00:00
2251,2.176,0.0,0.0,None,2021-12-31 19:00:00
2252,0.732,0.0,0.0,None,2021-12-31 20:00:00
2253,0.704,0.0,0.0,None,2021-12-31 21:00:00
2254,0.0,0.424,0.0,None,2021-12-31 22:00:00
2255,0.0,0.432,0.0,None,2021-12-31 23:00:00
