,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
688,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,5,12150
145676,Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Evening,Hyderabad,Economy,11.58,29,7123
53681,Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,4.42,7,6017
460,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,4,8413
195300,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Bangalore,Economy,35.58,21,5403
109899,Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,4,6254
162215,Indigo,6E-992,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,5.08,27,5928
139274,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,7.33,28,6195
187953,SpiceJet,SG-4010,Chennai,Morning,one,Early_Morning,Mumbai,Economy,22.0,6,5881
140562,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.25,36,8248
49244,Vistara,UK-928,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,33,2339
186953,Indigo,6E-156,Chennai,Night,one,Early_Morning,Delhi,Economy,10.0,46,2051
37415,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,16,7426
44475,Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,10,9976
16595,Indigo,6E-6233,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,33,4500
9223,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.17,46,2476
296709,Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Business,19.5,19,55377
208711,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Business,11.33,20,53164
139653,Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,Economy,13.75,30,8668
72764,GO_FIRST,G8-321,Mumbai,Afternoon,one,Night,Hyderabad,Economy,10.42,19,4262
202956,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Economy,26.5,6,8927
174466,Indigo,6E-6358,Hyderabad,Morning,zero,Afternoon,Kolkata,Economy,2.08,34,4330
99222,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.0,30,6883
99729,Air_India,AI-507,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,33,5761
179004,Indigo,6E-413,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,5.25,33,2704
167415,Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,9.42,20,11367
168421,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,15.0,29,10979
138806,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.92,25,5166
40599,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Chennai,Economy,8.17,35,4506
103088,Air_India,AI-610,Bangalore,Evening,one,Morning,Kolkata,Economy,13.67,4,12214
107755,Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Economy,23.75,36,8107
11245,Indigo,6E-2471,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,8,10733
175070,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.25,39,5960
273358,Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Business,12.25,19,55502
58555,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,33,6450
59439,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,38,6082
251119,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.58,30,54684
17124,AirAsia,I5-783,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.92,36,3569
76525,Vistara,UK-950,Mumbai,Night,one,Morning,Hyderabad,Economy,11.5,44,3971
190426,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,26.58,24,4697
103795,Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,10,10849
145902,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,16.58,31,6090
249198,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Business,6.17,8,67004
256834,Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,23.33,16,37985
293493,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Bangalore,Business,11.92,4,60260
188722,Indigo,6E-6113,Chennai,Afternoon,one,Night,Mumbai,Economy,8.75,12,7982
16551,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,33,4496
150928,SpiceJet,SG-516,Kolkata,Early_Morning,one,Early_Morning,Chennai,Economy,25.75,32,5195
189444,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Economy,12.17,17,5772
32262,Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,28,5772
222942,Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Business,11.08,18,60232
215516,Air_India,AI-504,Delhi,Night,zero,Night,Bangalore,Business,2.67,45,32859
233801,Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Business,18.75,45,54608
107488,AirAsia,I5-1562,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.5,35,3393
251637,Air_India,AI-738,Bangalore,Morning,one,Evening,Mumbai,Business,5.58,36,39623
3817,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,21,2410
287435,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,9.83,45,79349
81562,Indigo,6E-5307,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,32,3000
37097,Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,9.75,14,14616
72291,Vistara,UK-960,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.0,16,4414
173437,AirAsia,I5-1543,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.75,26,2056
282884,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Business,17.17,47,63277
145619,Vistara,UK-738,Kolkata,Evening,one,Morning,Hyderabad,Economy,14.92,29,5632
214384,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,31,50409
55433,Indigo,6E-5366,Mumbai,Morning,zero,Morning,Bangalore,Economy,1.83,17,2124
178246,Indigo,6E-413,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,5.25,25,3194
129314,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.5,14,7959
242422,Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,14.92,15,49613
272127,Vistara,UK-706,Kolkata,Morning,one,Afternoon,Hyderabad,Business,26.33,40,52175
54110,Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Night,Bangalore,Economy,13.67,9,19077
233891,Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Business,5.75,46,62448
204634,Vistara,UK-822,Chennai,Morning,two_or_more,Afternoon,Hyderabad,Economy,26.5,25,6032
271314,Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.5,24,52175
221043,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Business,2.17,36,23944
196667,Air_India,AI-9894,Chennai,Morning,one,Afternoon,Bangalore,Economy,5.83,37,3038
113124,Vistara,UK-867,Bangalore,Afternoon,two_or_more,Afternoon,Hyderabad,Economy,23.5,30,7779
7515,Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,38,3054
61720,Indigo,6E-5349,Mumbai,Morning,one,Night,Kolkata,Economy,9.25,2,19436
167979,Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,9.42,25,11420
178734,Indigo,6E-752,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,3.25,30,4453
148123,Air_India,AI-676,Kolkata,Morning,one,Morning,Chennai,Economy,23.25,2,16782
67914,AirAsia,I5-330,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.25,37,2836
137775,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.25,18,6109
101679,GO_FIRST,G8-7559,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,43,7317
112132,AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,23,1714
165687,Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Economy,8.5,3,21358
96846,Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,18,4190
239591,Air_India,AI-809,Mumbai,Morning,one,Evening,Hyderabad,Business,9.33,24,45693
63409,GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.25,13,7412
496,GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,4,11295
223410,Air_India,AI-624,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,26,45257
176860,Air_India,AI-559,Hyderabad,Early_Morning,two_or_more,Evening,Chennai,Economy,12.5,8,13588
123328,Indigo,6E-7234,Kolkata,Evening,one,Night,Delhi,Economy,6.42,25,5215
135222,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.92,47,5888
148278,Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,9.67,4,22029
156281,Air_India,AI-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.33,32,6117
201125,GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.5,34,6985
45363,Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.08,14,12138
59369,AirAsia,I5-942,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,38,2124
193865,Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Economy,11.92,2,19008
19690,Vistara,UK-741,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,47,6963
289506,Air_India,AI-672,Chennai,Afternoon,one,Night,Delhi,Business,6.33,35,45185
255714,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.25,46,51817
264433,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,13.67,9,50271
28695,GO_FIRST,G8-404,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.67,49,5094
91743,GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.92,39,3466
250472,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.08,22,77196
57156,AirAsia,I5-767,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.42,26,3175
160740,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.83,18,4660
140508,GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,14.17,36,6109
243486,Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,29,68743
80136,Air_India,AI-660,Mumbai,Evening,one,Evening,Chennai,Economy,25.0,22,4417
232175,Vistara,UK-865,Mumbai,Evening,zero,Night,Bangalore,Business,1.75,27,20684
278569,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,6.17,23,45995
272887,Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Business,7.42,8,56879
106114,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,25,8427
81041,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Economy,26.67,28,5033
185535,AirAsia,I5-319,Chennai,Morning,one,Night,Delhi,Economy,11.67,37,3093
75891,Vistara,UK-857,Mumbai,Night,one,Night,Hyderabad,Economy,23.92,40,3334
186092,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Delhi,Economy,9.75,40,4827
245800,Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Business,5.58,14,54841
290956,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2.0,12,23838
107912,AirAsia,I5-2472,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,38,3393
249181,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Mumbai,Business,19.0,8,54684
159717,Air_India,AI-9921,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,15.33,11,10967
232451,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.25,30,48213
175771,Indigo,6E-371,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.75,45,3876
26585,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,38,2903
188061,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2.0,7,5988
101832,Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.67,44,6578
33906,Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,40,2022
117583,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,26,4792
277652,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Business,14.25,8,72730
136321,Indigo,6E-7713,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.5,8,6489
127463,Air_India,AI-743,Kolkata,Morning,one,Morning,Delhi,Economy,26.08,49,6354
94743,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,10.83,6,9277
80374,SpiceJet,SG-251,Mumbai,Evening,zero,Night,Chennai,Economy,1.83,24,3140
222683,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13.0,14,65832
157490,Air_India,AI-9885,Hyderabad,Morning,one,Morning,Delhi,Economy,24.17,41,6167
21274,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,8,15300
33907,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,40,2022
48483,GO_FIRST,G8-363,Mumbai,Night,one,Morning,Delhi,Economy,11.17,29,3867
253706,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.58,15,62188
82762,Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Economy,21.83,40,4348
166024,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.92,7,11497
252695,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.83,48,54684
136079,Indigo,6E-966,Kolkata,Morning,one,Night,Bangalore,Economy,10.67,6,7954
260421,Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,Business,12.75,33,60396
139540,AirAsia,I5-830,Kolkata,Night,one,Afternoon,Bangalore,Economy,12.75,30,3862
148175,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Chennai,Economy,26.75,3,16359
106409,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,27,8112
234490,Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Business,16.0,6,74141
173652,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Economy,9.25,27,6275
261419,Vistara,UK-774,Kolkata,Night,one,Night,Delhi,Business,24.08,4,68303
108629,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.17,42,7004
47173,GO_FIRST,G8-363,Mumbai,Night,one,Morning,Delhi,Economy,11.17,23,3324
120860,AirAsia,I5-582,Kolkata,Morning,one,Evening,Delhi,Economy,10.25,11,5953
152296,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.67,47,3015
105499,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,21,8112
50179,Air_India,AI-615,Mumbai,Early_Morning,one,Morning,Delhi,Economy,27.25,37,3819
197958,AirAsia,I5-517,Chennai,Morning,one,Afternoon,Kolkata,Economy,3.75,4,5987
197305,Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,22.75,44,4755
140117,GO_FIRST,G8-101,Kolkata,Morning,one,Evening,Bangalore,Economy,7.83,33,12366
124948,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,34,6512
277333,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,7.33,3,77579
83387,Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Economy,5.83,44,4757
93445,Indigo,6E-528,Bangalore,Evening,one,Late_Night,Delhi,Economy,9.0,47,3236
5120,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,27,2410
171142,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.75,6,11676
92136,AirAsia,I5-818,Bangalore,Early_Morning,one,Morning,Delhi,Economy,5.5,41,2723
210699,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Business,8.92,38,49896
89560,AirAsia,I5-819,Bangalore,Morning,one,Evening,Delhi,Economy,7.0,29,2723
65494,GO_FIRST,G8-7545,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,24,4961
125251,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,11.5,36,6461
9402,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,47,2410
262605,Air_India,AI-765,Kolkata,Evening,one,Morning,Delhi,Business,15.58,25,48079
167211,AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.67,19,2728
2698,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,15,8835
176608,Air_India,AI-840,Hyderabad,Night,one,Evening,Chennai,Economy,22.17,5,13168
12118,AirAsia,I5-768,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.0,13,7423
193908,Indigo,6E-365,Chennai,Evening,one,Night,Bangalore,Economy,5.08,3,7352
91908,GO_FIRST,G8-873,Bangalore,Morning,one,Evening,Delhi,Economy,9.33,39,7669
142941,Vistara,UK-738,Kolkata,Evening,one,Evening,Hyderabad,Economy,25.17,6,11139
219477,Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Business,19.5,8,51092
198430,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,9,14014
118244,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,12.25,33,6510
208022,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Business,2.33,14,44664
87806,Indigo,6E-6535,Bangalore,Morning,one,Evening,Delhi,Economy,5.92,20,5563
111315,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,16,6133
205966,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,41,3878
288229,Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Business,3.08,13,27792
59604,SpiceJet,SG-488,Mumbai,Morning,one,Morning,Bangalore,Economy,21.42,39,4097
185473,GO_FIRST,G8-451,Chennai,Night,one,Afternoon,Delhi,Economy,14.0,36,4876
1571,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,10,11900
193116,Air_India,AI-430,Chennai,Morning,one,Afternoon,Mumbai,Economy,29.92,43,5435
158992,GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.25,6,4452
247060,Air_India,AI-507,Bangalore,Early_Morning,one,Morning,Delhi,Business,26.5,30,35554
387,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,3,22965
246074,Vistara,UK-802,Bangalore,Evening,zero,Night,Delhi,Business,2.75,18,32923
67730,Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,4.25,36,3177
256916,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Business,15.92,17,56588
239399,Vistara,UK-994,Mumbai,Morning,one,Night,Hyderabad,Business,12.5,21,58125
251905,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,39,20760
264085,Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Mumbai,Business,25.25,4,59254
299061,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,26,58032
269262,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Business,12.42,33,60978
295088,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,8.0,34,44144
296892,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Business,13.0,23,55377
235088,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.17,14,49725
79254,Vistara,UK-940,Mumbai,Evening,one,Morning,Chennai,Economy,14.17,16,5313
106532,Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Economy,22.17,28,6583
218994,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Business,10.92,48,43376
199577,AirAsia,I5-821,Chennai,Night,one,Morning,Kolkata,Economy,10.42,20,2361
294739,Vistara,UK-826,Chennai,Afternoon,one,Morning,Bangalore,Business,22.25,27,44144
187085,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,31.08,46,7476
207918,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Business,11.42,13,50969
26293,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,36,5276
68839,Vistara,UK-655,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,8.08,41,8379
270920,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Business,15.75,16,52175
196928,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,40,3584
218952,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Business,27.17,47,61049
53789,Indigo,6E-179,Mumbai,Morning,one,Evening,Bangalore,Economy,5.42,7,15761
298468,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,13,40593
129399,Air_India,AI-768,Kolkata,Afternoon,two_or_more,Morning,Mumbai,Economy,17.58,14,12474
74214,Vistara,UK-849,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.58,29,3334
12047,Air_India,AI-762,Delhi,Night,one,Night,Bangalore,Economy,24.58,12,11520
3570,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,19,10171
104667,GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.5,16,5177
210752,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Business,2.25,39,22152
91776,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,9.58,39,4111
84903,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,11.25,6,10744
52528,Air_India,AI-633,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,10.17,48,4149
262783,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,17.92,28,53743
99494,AirAsia,I5-1454,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.33,32,2203
86536,Indigo,6E-528,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,14,13368
9328,Air_India,AI-407,Delhi,Afternoon,one,Evening,Mumbai,Economy,27.5,46,5927
31206,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,21,4209
118931,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,41,4792
35801,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Night,Chennai,Economy,17.17,5,16212
135431,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,9.42,48,10184
109714,Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,9.42,1,19768
258200,Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Business,12.5,37,56588
77895,Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,20.67,6,9201
297272,Air_India,AI-672,Chennai,Afternoon,one,Night,Kolkata,Business,8.75,32,54481
71596,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.08,11,10058
272864,Vistara,UK-774,Kolkata,Night,one,Night,Chennai,Business,26.5,8,55502
51295,Vistara,UK-877,Mumbai,Morning,one,Night,Delhi,Economy,12.08,42,5547
158154,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Economy,16.92,46,5892
186233,Indigo,6E-6219,Chennai,Morning,two_or_more,Afternoon,Delhi,Economy,4.92,41,4594
123590,Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Economy,13.75,26,7480
208059,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Business,7.58,14,59033
290495,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,4,78897
207447,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Business,24.75,9,39756
141331,Air_India,AI-747,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.58,42,3863
37130,SpiceJet,SG-8207,Delhi,Evening,zero,Night,Chennai,Economy,2.83,15,3251
193262,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,9.5,44,8233
294058,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Bangalore,Business,10.08,14,60260
214703,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,35,42457
128591,SpiceJet,SG-489,Kolkata,Night,zero,Late_Night,Mumbai,Economy,2.83,10,7958
203887,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Economy,17.25,16,8302
17064,Air_India,AI-883,Delhi,Night,one,Night,Bangalore,Economy,24.5,35,7478
198338,Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Economy,15.83,8,12408
