,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
220,0.334,0.0,0.0,None,2021-10-08 04:00:00,13.69,13.57,12.72,15.66,1019,94,1.76,0,sky is clear
221,0.333,0.0,0.0,None,2021-10-08 05:00:00,13.35,13.2,12.72,15.1,1019,94,1.74,0,sky is clear
222,0.319,0.0,0.0,None,2021-10-08 06:00:00,13.94,13.84,13.72,14.55,1019,94,1.85,0,sky is clear
223,0.344,0.0,0.0,None,2021-10-08 07:00:00,13.2,13.06,12.72,14.55,1019,95,1.74,0,sky is clear
224,0.356,0.0,0.214,Low,2021-10-08 08:00:00,15.39,15.31,14.72,17.23,1019,89,2.12,0,sky is clear
225,0.0,0.0,0.323,High,2021-10-08 09:00:00,23.04,22.99,18.72,23.48,1020,61,1.39,0,sky is clear
226,0.0,0.0,0.32,High,2021-10-08 10:00:00,23.16,23.18,21.68,23.48,1020,63,0.57,0,sky is clear
227,0.0,0.0,0.325,Very High,2021-10-08 11:00:00,24.55,24.63,22.72,25.66,1020,60,0.24,0,sky is clear
228,0.0,0.0,0.33,Very High,2021-10-08 12:00:00,25.62,25.65,22.72,25.7,1020,54,0.37,0,sky is clear
229,0.008,0.0,0.38,Very High,2021-10-08 13:00:00,26.62,26.62,22.72,26.82,1019,48,1.15,0,sky is clear
230,0.0,0.0,0.381,High,2021-10-08 14:00:00,27.33,27.67,25.67,27.37,1019,49,1.91,0,sky is clear
231,0.0,0.0,0.364,High,2021-10-08 15:00:00,27.28,27.49,24.55,27.37,1019,47,2.4,0,sky is clear
232,0.003,0.0,0.376,Medium,2021-10-08 16:00:00,26.18,26.18,22.89,26.26,1018,53,2.53,0,sky is clear
233,0.208,0.0,0.231,None,2021-10-08 17:00:00,25.08,25.13,22.33,25.15,1019,57,2.19,0,sky is clear
234,0.458,0.0,0.017,None,2021-10-08 18:00:00,22.74,22.98,15.72,23.48,1019,73,2.27,11,few clouds
235,0.949,0.0,0.0,None,2021-10-08 19:00:00,20.94,21.1,15.72,21.45,1019,77,2.25,68,broken clouds
236,0.882,0.0,0.0,None,2021-10-08 20:00:00,18.8,18.93,15.67,19.79,1020,84,2.0,95,overcast clouds
237,0.589,0.0,0.0,None,2021-10-08 21:00:00,18.28,18.38,15.67,18.68,1020,85,1.77,98,overcast clouds
238,0.527,0.0,0.0,None,2021-10-08 22:00:00,17.77,17.93,15.67,18.12,1020,89,1.32,100,overcast clouds
239,0.445,0.0,0.0,None,2021-10-08 23:00:00,17.23,17.33,15.01,17.37,1020,89,1.47,98,overcast clouds
240,0.375,0.0,0.0,None,2021-10-09 00:00:00,16.69,16.82,14.72,16.82,1019,92,1.25,96,overcast clouds
241,0.384,0.0,0.0,None,2021-10-09 01:00:00,16.63,16.72,13.72,16.82,1019,91,0.98,95,overcast clouds
242,0.463,0.0,0.0,None,2021-10-09 02:00:00,17.36,17.55,13.72,17.37,1019,92,1.01,94,overcast clouds
243,0.413,0.0,0.0,None,2021-10-09 03:00:00,16.74,16.85,12.72,16.82,1019,91,1.14,94,overcast clouds
244,0.34,0.0,0.0,None,2021-10-09 04:00:00,17.37,17.51,13.72,17.37,1019,90,1.19,95,overcast clouds
245,0.323,0.0,0.0,None,2021-10-09 05:00:00,17.09,17.18,13.72,17.37,1019,89,1.11,94,overcast clouds
246,0.314,0.0,0.0,None,2021-10-09 06:00:00,17.37,17.49,13.72,17.37,1019,89,1.09,95,overcast clouds
247,0.374,0.0,0.0,None,2021-10-09 07:00:00,16.82,16.93,14.72,16.82,1019,91,1.01,83,broken clouds
248,0.232,0.0,0.09,None,2021-10-09 08:00:00,18.76,18.96,14.72,19.04,1020,87,0.93,73,broken clouds
249,0.242,0.0,0.304,Medium,2021-10-09 09:00:00,20.15,20.39,15.72,20.15,1020,83,0.45,91,overcast clouds
250,0.0,0.0,0.455,High,2021-10-09 10:00:00,20.98,21.27,16.72,21.26,1020,82,0.33,91,overcast clouds
251,0.222,0.0,0.562,High,2021-10-09 11:00:00,22.29,22.53,18.72,22.37,1020,75,0.64,88,overcast clouds
252,0.0,0.0,0.341,Very High,2021-10-09 12:00:00,23.69,23.94,17.72,25.9,1020,70,0.79,88,overcast clouds
253,0.0,0.0,0.337,Very High,2021-10-09 13:00:00,24.7,24.98,16.72,25.9,1019,67,0.84,93,overcast clouds
254,0.0,0.0,0.334,High,2021-10-09 14:00:00,19.34,19.13,16.72,26.45,1019,69,1.02,89,overcast clouds
255,0.143,0.0,0.562,Medium,2021-10-09 15:00:00,25.14,25.35,16.72,26.45,1018,63,1.51,90,overcast clouds
256,0.075,0.0,0.476,Medium,2021-10-09 16:00:00,18.31,18.02,14.72,24.23,1018,70,1.99,92,overcast clouds
257,0.391,0.0,0.178,Low,2021-10-09 17:00:00,23.54,23.91,15.72,24.23,1018,75,1.71,92,overcast clouds
258,0.49,0.0,0.03,None,2021-10-09 18:00:00,21.89,22.2,14.72,23.12,1018,79,1.45,97,overcast clouds
259,1.089,0.0,0.0,None,2021-10-09 19:00:00,21.31,21.64,13.72,21.82,1018,82,1.61,97,overcast clouds
260,0.985,0.0,0.0,None,2021-10-09 20:00:00,20.74,21.12,12.72,21.26,1019,86,1.68,96,overcast clouds
261,0.732,0.0,0.0,None,2021-10-09 21:00:00,20.25,20.58,13.72,20.7,1019,86,2.14,99,overcast clouds
262,0.685,0.0,0.0,None,2021-10-09 22:00:00,20.54,20.45,17.23,20.7,1019,69,2.2,87,overcast clouds
263,0.666,0.0,0.0,None,2021-10-09 23:00:00,20.7,20.31,12.72,21.26,1019,57,1.78,87,overcast clouds
264,0.735,0.0,0.0,None,2021-10-10 00:00:00,19.75,19.32,12.72,20.15,1019,59,1.88,87,overcast clouds
265,0.566,0.0,0.0,None,2021-10-10 01:00:00,19.75,19.35,12.72,20.15,1018,60,2.25,91,overcast clouds
266,0.323,0.0,0.0,None,2021-10-10 02:00:00,20.43,19.81,12.72,20.7,1018,49,2.51,90,overcast clouds
267,0.274,0.0,0.0,None,2021-10-10 03:00:00,16.02,15.61,14.72,18.44,1018,74,2.71,88,overcast clouds
268,0.275,0.0,0.0,None,2021-10-10 04:00:00,17.88,17.58,14.79,19.55,1018,71,2.78,92,overcast clouds
269,0.274,0.0,0.0,None,2021-10-10 05:00:00,17.99,17.65,13.68,19.0,1018,69,2.9,95,overcast clouds
270,0.272,0.0,0.0,None,2021-10-10 06:00:00,18.47,17.68,17.88,19.0,1019,50,3.1,81,broken clouds
271,0.27,0.0,0.001,None,2021-10-10 07:00:00,17.93,17.16,17.88,18.44,1019,53,3.33,63,broken clouds
272,0.088,0.0,0.199,Low,2021-10-10 08:00:00,18.48,17.79,18.43,18.9,1019,54,3.97,56,broken clouds
273,0.063,0.0,0.315,High,2021-10-10 09:00:00,19.59,19.01,19.45,19.72,1020,54,4.15,51,broken clouds
274,0.027,0.0,0.321,High,2021-10-10 10:00:00,20.17,19.63,20.15,20.72,1020,53,4.59,20,few clouds
275,0.153,0.0,0.457,High,2021-10-10 11:00:00,22.4,21.95,21.77,22.72,1020,48,4.88,18,few clouds
276,0.958,0.0,1.016,Medium,2021-10-10 12:00:00,24.05,23.69,22.79,24.72,1019,45,4.49,35,scattered clouds
277,0.007,0.0,0.509,High,2021-10-10 13:00:00,24.96,24.66,23.99,25.72,1019,44,3.94,69,broken clouds
278,0.014,0.0,0.388,Very High,2021-10-10 14:00:00,24.18,23.78,23.99,26.72,1018,43,3.34,80,broken clouds
279,0.01,0.0,0.447,High,2021-10-10 15:00:00,24.7,24.32,24.45,26.72,1018,42,2.49,78,broken clouds
280,0.016,0.0,0.346,High,2021-10-10 16:00:00,24.63,24.25,23.99,25.72,1018,42,1.38,22,few clouds
281,0.139,0.0,0.175,Low,2021-10-10 17:00:00,24.04,23.67,23.68,24.55,1017,45,1.12,4,sky is clear
282,0.326,0.0,0.02,None,2021-10-10 18:00:00,22.87,22.41,21.72,23.44,1018,46,2.13,2,sky is clear
283,0.489,0.0,0.0,None,2021-10-10 19:00:00,21.68,21.13,18.72,22.33,1018,47,2.61,6,sky is clear
284,0.451,0.0,0.0,None,2021-10-10 20:00:00,21.15,20.6,18.72,21.78,1018,49,2.77,11,few clouds
285,0.635,0.0,0.0,None,2021-10-10 21:00:00,20.25,19.85,17.57,21.22,1018,58,2.45,9,sky is clear
286,0.567,0.0,0.0,None,2021-10-10 22:00:00,19.68,19.3,17.01,20.67,1018,61,2.66,6,sky is clear
287,0.556,0.0,0.0,None,2021-10-10 23:00:00,17.26,16.58,14.72,20.66,1018,59,2.93,0,sky is clear
288,0.547,0.0,0.0,None,2021-10-11 00:00:00,18.73,18.2,17.57,20.1,1018,59,3.18,0,sky is clear
289,0.627,0.0,0.0,None,2021-10-11 01:00:00,19.31,18.84,16.45,20.1,1018,59,3.32,1,sky is clear
290,0.425,0.0,0.0,None,2021-10-11 02:00:00,19.07,18.6,16.45,19.54,1018,60,3.41,29,scattered clouds
291,0.36,0.0,0.0,None,2021-10-11 03:00:00,18.83,18.34,15.34,18.99,1018,60,3.52,39,scattered clouds
292,0.366,0.0,0.0,None,2021-10-11 04:00:00,18.59,18.1,13.68,18.72,1018,61,3.69,26,scattered clouds
293,0.37,0.0,0.0,None,2021-10-11 05:00:00,18.39,17.9,13.68,18.72,1018,62,3.89,20,few clouds
294,0.361,0.0,0.0,None,2021-10-11 06:00:00,18.4,17.91,13.68,18.72,1018,62,3.97,24,few clouds
295,0.382,0.0,0.002,None,2021-10-11 07:00:00,18.37,17.91,12.57,18.72,1018,63,3.94,42,scattered clouds
296,0.279,0.0,0.209,Medium,2021-10-11 08:00:00,19.02,18.36,17.79,19.04,1019,53,4.4,56,broken clouds
297,0.001,0.0,0.255,Medium,2021-10-11 09:00:00,19.6,18.97,19.59,20.11,1019,52,4.39,53,broken clouds
298,0.0,0.0,0.263,High,2021-10-11 10:00:00,20.79,20.26,20.7,22.01,1020,51,4.82,74,broken clouds
299,0.0,0.0,0.264,Very High,2021-10-11 11:00:00,22.45,21.98,22.37,24.23,1020,47,4.65,63,broken clouds
300,0.0,0.0,0.265,Very High,2021-10-11 12:00:00,24.06,23.64,23.9,24.72,1019,43,4.54,74,broken clouds
301,0.0,0.0,0.267,Very High,2021-10-11 13:00:00,25.16,24.8,24.54,25.72,1019,41,4.17,89,overcast clouds
302,0.006,0.0,0.287,Very High,2021-10-11 14:00:00,25.23,24.83,25.1,26.72,1018,39,3.58,93,overcast clouds
303,0.001,0.0,0.318,High,2021-10-11 15:00:00,25.29,24.89,25.1,27.72,1018,39,2.98,95,overcast clouds
304,0.037,0.0,0.337,Medium,2021-10-11 16:00:00,24.79,24.34,24.59,27.72,1018,39,1.94,95,overcast clouds
305,0.262,0.0,0.119,Low,2021-10-11 17:00:00,24.23,23.73,23.68,26.72,1018,39,1.65,98,overcast clouds
306,0.295,0.0,0.015,None,2021-10-11 18:00:00,24.35,24.33,21.45,24.72,1018,57,2.47,99,overcast clouds
307,1.151,0.0,0.0,None,2021-10-11 19:00:00,22.83,22.68,18.68,23.44,1018,58,2.52,99,overcast clouds
308,0.566,0.0,0.0,None,2021-10-11 20:00:00,20.75,20.03,20.7,22.33,1018,44,2.46,100,overcast clouds
309,0.577,0.0,0.0,None,2021-10-11 21:00:00,20.9,20.66,20.57,21.78,1019,62,1.99,100,overcast clouds
310,0.444,0.0,0.0,None,2021-10-11 22:00:00,19.86,19.49,19.72,20.67,1019,61,2.48,30,scattered clouds
311,0.417,0.0,0.0,None,2021-10-11 23:00:00,19.84,19.45,19.72,20.1,1019,60,2.69,4,sky is clear
312,0.445,0.0,0.0,None,2021-10-12 00:00:00,19.66,19.25,19.54,20.01,1019,60,2.78,0,sky is clear
313,0.415,0.0,0.0,None,2021-10-12 01:00:00,18.81,18.29,18.72,19.45,1018,59,2.88,2,sky is clear
314,0.432,0.0,0.0,None,2021-10-12 02:00:00,18.98,18.5,18.72,20.01,1018,60,2.98,18,few clouds
315,0.298,0.0,0.0,None,2021-10-12 03:00:00,18.12,17.61,17.72,19.45,1018,62,2.92,37,scattered clouds
316,0.261,0.0,0.0,None,2021-10-12 04:00:00,19.31,18.92,18.43,19.72,1018,62,2.85,23,few clouds
317,0.253,0.0,0.0,None,2021-10-12 05:00:00,17.95,17.45,17.72,18.43,1018,63,2.9,0,sky is clear
318,0.29,0.0,0.0,None,2021-10-12 06:00:00,17.79,17.3,17.72,18.44,1018,64,2.92,1,sky is clear
319,0.263,0.0,0.0,None,2021-10-12 07:00:00,16.94,16.41,16.72,17.89,1018,66,3.04,4,sky is clear
320,0.307,0.0,0.16,Low,2021-10-12 08:00:00,19.02,18.15,17.88,19.04,1018,45,3.5,0,sky is clear
321,0.0,0.0,0.261,High,2021-10-12 09:00:00,20.17,19.44,19.55,20.72,1019,46,3.43,0,sky is clear
322,0.0,0.0,0.266,High,2021-10-12 10:00:00,21.28,20.64,21.12,22.32,1019,45,3.55,0,sky is clear
323,0.0,0.0,0.273,Very High,2021-10-12 11:00:00,22.73,22.23,22.23,23.72,1019,45,3.52,0,sky is clear
324,0.0,0.0,0.267,Very High,2021-10-12 12:00:00,24.08,23.69,23.9,25.34,1018,44,3.21,0,sky is clear
325,0.009,0.0,0.425,Very High,2021-10-12 13:00:00,25.19,24.89,25.01,25.72,1017,43,2.6,0,sky is clear
326,0.405,0.0,0.63,High,2021-10-12 14:00:00,25.74,25.44,25.1,26.72,1017,41,1.79,0,sky is clear
327,0.417,0.0,0.538,High,2021-10-12 15:00:00,26.32,26.32,25.66,27.72,1016,41,1.17,0,sky is clear
328,0.006,0.0,0.391,Medium,2021-10-12 16:00:00,26.25,26.25,25.66,27.23,1017,39,0.59,0,sky is clear
329,0.241,0.0,0.208,Low,2021-10-12 17:00:00,25.16,24.75,24.55,26.12,1017,39,0.23,0,sky is clear
330,0.454,0.0,0.012,None,2021-10-12 18:00:00,22.17,21.77,20.72,23.99,1017,51,1.57,0,sky is clear
331,1.244,0.0,0.0,None,2021-10-12 19:00:00,19.76,19.25,17.72,22.32,1017,56,1.9,0,sky is clear
332,0.78,0.0,0.0,None,2021-10-12 20:00:00,18.94,18.72,16.72,21.22,1018,70,2.12,0,sky is clear
333,0.472,0.0,0.0,None,2021-10-12 21:00:00,18.32,18.11,15.72,21.78,1018,73,2.22,0,sky is clear
334,0.511,0.0,0.0,None,2021-10-12 22:00:00,18.58,18.58,14.79,21.78,1018,80,2.06,0,sky is clear
335,0.451,0.0,0.0,None,2021-10-12 23:00:00,17.48,17.42,16.72,19.0,1018,82,1.92,0,sky is clear
336,0.435,0.0,0.0,None,2021-10-13 00:00:00,17.09,17.02,16.72,18.34,1018,83,2.2,0,sky is clear
337,0.508,0.0,0.0,None,2021-10-13 01:00:00,16.74,16.51,16.72,17.23,1018,78,2.5,0,sky is clear
338,0.375,0.0,0.0,None,2021-10-13 02:00:00,17.24,16.85,16.21,17.79,1018,70,2.72,0,sky is clear
339,0.377,0.0,0.0,None,2021-10-13 03:00:00,18.28,17.89,17.32,18.72,1018,66,2.82,0,sky is clear
340,0.463,0.0,0.0,None,2021-10-13 04:00:00,16.91,16.28,16.72,17.79,1018,62,2.78,0,sky is clear
341,0.359,0.0,0.0,None,2021-10-13 05:00:00,14.69,13.81,13.72,17.23,1018,61,2.83,0,sky is clear
342,0.352,0.0,0.0,None,2021-10-13 06:00:00,16.56,15.86,16.21,17.23,1018,61,2.88,0,sky is clear
343,0.397,0.0,0.0,None,2021-10-13 07:00:00,16.58,15.94,16.21,17.33,1019,63,3.0,0,sky is clear
344,0.405,0.0,0.188,Low,2021-10-13 08:00:00,17.46,16.85,16.77,19.0,1019,61,3.66,0,sky is clear
345,0.024,0.0,0.266,High,2021-10-13 09:00:00,19.59,18.39,19.59,20.11,1019,30,3.79,0,sky is clear
346,0.0,0.0,0.303,High,2021-10-13 10:00:00,20.73,19.64,20.66,21.78,1019,30,4.05,0,sky is clear
347,0.0,0.0,0.303,Very High,2021-10-13 11:00:00,22.38,21.43,22.23,22.89,1019,29,4.36,0,sky is clear
348,0.16,0.0,0.51,High,2021-10-13 12:00:00,23.55,22.67,23.34,25.34,1019,27,4.31,0,sky is clear
349,0.028,0.0,0.422,Very High,2021-10-13 13:00:00,24.64,23.86,24.45,25.72,1019,27,3.92,0,sky is clear
350,0.0,0.0,0.266,Very High,2021-10-13 14:00:00,25.71,25.04,24.54,26.72,1018,27,3.24,0,sky is clear
351,0.0,0.0,0.26,High,2021-10-13 15:00:00,25.77,25.13,24.54,27.72,1018,28,2.44,0,sky is clear
352,0.0,0.0,0.254,High,2021-10-13 16:00:00,25.23,24.54,25.1,26.72,1018,28,1.31,0,sky is clear
353,0.112,0.0,0.187,Low,2021-10-13 17:00:00,24.67,24.0,24.23,25.72,1018,31,1.22,0,sky is clear
354,0.333,0.0,0.011,None,2021-10-13 18:00:00,21.79,21.23,19.72,24.0,1018,46,1.74,0,sky is clear
355,0.576,0.0,0.0,None,2021-10-13 19:00:00,19.55,19.23,16.72,22.89,1018,64,2.23,0,sky is clear
356,0.595,0.0,0.0,None,2021-10-13 20:00:00,19.03,18.79,16.45,21.78,1018,69,2.45,0,sky is clear
357,0.726,0.0,0.0,None,2021-10-13 21:00:00,17.62,17.32,14.72,20.67,1019,72,2.0,0,sky is clear
358,0.395,0.0,0.0,None,2021-10-13 22:00:00,18.43,18.34,18.43,18.9,1019,77,1.91,0,sky is clear
359,0.516,0.0,0.0,None,2021-10-13 23:00:00,17.93,17.76,17.79,18.44,1019,76,2.12,0,sky is clear
360,0.396,0.0,0.0,None,2021-10-14 00:00:00,12.26,11.45,11.54,17.79,1019,73,2.18,0,sky is clear
361,0.394,0.0,0.0,None,2021-10-14 01:00:00,12.01,11.12,11.21,16.68,1019,71,2.32,0,sky is clear
362,0.398,0.0,0.0,None,2021-10-14 02:00:00,12.08,11.07,11.18,16.68,1018,66,2.53,0,sky is clear
363,0.328,0.0,0.0,None,2021-10-14 03:00:00,11.89,10.83,10.89,16.68,1018,65,2.68,0,sky is clear
364,0.318,0.0,0.0,None,2021-10-14 04:00:00,11.35,10.24,10.4,16.68,1019,65,2.71,4,sky is clear
365,0.306,0.0,0.0,None,2021-10-14 05:00:00,10.94,9.79,9.97,16.68,1019,65,2.73,19,few clouds
366,0.301,0.0,0.0,None,2021-10-14 06:00:00,15.74,15.09,12.57,16.12,1019,66,2.72,29,scattered clouds
367,0.317,0.0,0.0,None,2021-10-14 07:00:00,15.56,14.95,12.57,15.72,1019,68,2.8,65,broken clouds
368,0.186,0.0,0.194,Low,2021-10-14 08:00:00,16.37,15.84,15.66,17.23,1020,68,3.21,85,overcast clouds
369,0.003,0.0,0.343,Medium,2021-10-14 09:00:00,20.09,19.2,17.33,20.15,1020,40,2.65,90,overcast clouds
370,0.0,0.0,0.351,High,2021-10-14 10:00:00,21.21,20.48,18.44,21.26,1021,42,2.32,97,overcast clouds
371,0.001,0.0,0.294,High,2021-10-14 11:00:00,22.89,22.41,20.11,22.93,1021,45,2.13,88,overcast clouds
372,0.63,0.0,0.578,Medium,2021-10-14 12:00:00,22.92,22.55,22.72,22.93,1020,49,1.9,60,broken clouds
373,0.461,0.0,0.51,Medium,2021-10-14 13:00:00,23.45,23.21,21.72,24.54,1020,52,1.76,49,scattered clouds
374,0.079,0.0,0.377,High,2021-10-14 14:00:00,24.05,23.63,24.04,25.11,1019,43,1.63,50,scattered clouds
375,0.0,0.0,0.345,High,2021-10-14 15:00:00,25.14,24.78,23.9,25.15,1019,41,1.45,61,broken clouds
376,0.017,0.0,0.253,Medium,2021-10-14 16:00:00,24.48,24.08,22.72,24.59,1019,42,1.32,87,overcast clouds
377,0.113,0.0,0.17,Low,2021-10-14 17:00:00,23.37,22.96,21.72,23.48,1019,46,1.65,100,overcast clouds
378,0.618,0.0,0.014,None,2021-10-14 18:00:00,21.63,21.18,17.72,22.88,1020,51,1.95,71,broken clouds
379,0.96,0.0,0.0,None,2021-10-14 19:00:00,19.58,19.06,17.79,20.1,1020,56,1.14,76,broken clouds
380,0.94,0.0,0.0,None,2021-10-14 20:00:00,19.0,18.42,17.01,19.04,1020,56,1.01,51,broken clouds
381,0.61,0.0,0.0,None,2021-10-14 21:00:00,18.44,17.8,15.9,18.48,1021,56,0.55,36,scattered clouds
382,0.842,0.0,0.0,None,2021-10-14 22:00:00,17.35,16.73,14.79,17.37,1021,61,1.33,48,scattered clouds
383,0.496,0.0,0.0,None,2021-10-14 23:00:00,17.11,16.52,12.72,17.37,1021,63,1.66,7,sky is clear
384,0.438,0.0,0.0,None,2021-10-15 00:00:00,16.59,16.03,12.72,16.82,1020,66,1.04,8,sky is clear
385,0.323,0.0,0.0,None,2021-10-15 01:00:00,16.8,16.18,11.72,16.82,1021,63,0.52,54,broken clouds
386,0.268,0.0,0.0,None,2021-10-15 02:00:00,16.24,15.59,10.72,16.26,1020,64,0.87,51,broken clouds
387,0.268,0.0,0.0,None,2021-10-15 03:00:00,15.68,14.95,10.72,15.7,1020,63,1.18,62,broken clouds
388,0.252,0.0,0.0,None,2021-10-15 04:00:00,16.26,15.61,9.72,16.26,1020,64,1.39,47,scattered clouds
389,0.252,0.0,0.0,None,2021-10-15 05:00:00,15.7,15.02,9.72,15.7,1020,65,1.42,72,broken clouds
390,0.251,0.0,0.0,None,2021-10-15 06:00:00,15.15,14.44,8.72,15.15,1020,66,1.1,75,broken clouds
391,0.272,0.0,0.001,None,2021-10-15 07:00:00,14.59,13.88,10.72,14.59,1020,68,0.92,97,overcast clouds
392,0.752,0.0,0.124,Low,2021-10-15 08:00:00,16.26,15.66,11.72,16.26,1021,66,0.58,100,overcast clouds
393,0.007,0.0,0.266,Medium,2021-10-15 09:00:00,18.96,18.53,15.11,19.04,1021,62,0.09,100,overcast clouds
394,0.0,0.0,0.258,High,2021-10-15 10:00:00,20.65,20.23,17.23,20.7,1022,56,0.65,59,broken clouds
395,0.02,0.0,0.279,Very High,2021-10-15 11:00:00,21.26,20.77,20.57,21.26,1021,51,1.2,7,sky is clear
396,0.022,0.0,0.351,Very High,2021-10-15 12:00:00,22.3,21.84,18.72,23.99,1021,48,1.96,11,few clouds
397,0.0,0.0,0.263,Very High,2021-10-15 13:00:00,23.47,23.18,22.23,23.68,1020,50,2.31,94,overcast clouds
398,0.014,0.0,0.362,High,2021-10-15 14:00:00,24.04,23.75,22.23,24.79,1020,48,2.35,100,overcast clouds
399,0.0,0.0,0.265,High,2021-10-15 15:00:00,23.43,23.13,21.22,24.79,1019,50,3.13,97,overcast clouds
400,0.002,0.0,0.259,High,2021-10-15 16:00:00,22.89,22.67,21.22,23.12,1019,55,2.91,66,broken clouds
401,0.936,0.0,0.184,Low,2021-10-15 17:00:00,21.54,21.37,16.72,22.57,1019,62,2.22,55,broken clouds
402,0.825,0.0,0.006,None,2021-10-15 18:00:00,19.37,19.11,15.72,20.34,1020,67,1.99,73,broken clouds
403,0.413,0.0,0.0,None,2021-10-15 19:00:00,17.82,17.54,15.72,18.68,1020,72,1.74,54,broken clouds
404,0.41,0.0,0.0,None,2021-10-15 20:00:00,17.2,16.99,14.72,17.37,1020,77,1.52,53,broken clouds
405,0.41,0.0,0.0,None,2021-10-15 21:00:00,16.7,16.46,14.72,16.82,1020,78,1.22,93,overcast clouds
406,0.474,0.0,0.0,None,2021-10-15 22:00:00,16.69,16.48,14.72,16.82,1020,79,1.71,95,overcast clouds
407,0.444,0.0,0.0,None,2021-10-15 23:00:00,16.11,15.92,13.72,16.26,1019,82,1.5,96,overcast clouds
408,0.438,0.0,0.0,None,2021-10-16 00:00:00,16.16,15.95,14.45,16.26,1019,81,0.91,94,overcast clouds
409,0.334,0.0,0.0,None,2021-10-16 01:00:00,16.1,15.88,13.72,16.26,1019,81,1.18,92,overcast clouds
410,0.315,0.0,0.0,None,2021-10-16 02:00:00,16.15,15.94,14.45,16.26,1018,81,0.74,93,overcast clouds
411,0.253,0.0,0.0,None,2021-10-16 03:00:00,16.05,15.8,12.72,16.26,1018,80,0.94,98,overcast clouds
412,0.252,0.0,0.0,None,2021-10-16 04:00:00,15.5,15.27,12.72,15.7,1017,83,0.97,100,overcast clouds
413,0.251,0.0,0.0,None,2021-10-16 05:00:00,15.55,15.33,13.34,15.7,1017,83,1.05,98,overcast clouds
414,0.249,0.0,0.0,None,2021-10-16 06:00:00,16.6,16.35,13.72,16.82,1017,78,0.58,96,overcast clouds
415,0.258,0.0,0.0,None,2021-10-16 07:00:00,15.02,14.82,13.34,15.34,1018,86,1.02,91,overcast clouds
416,0.396,0.0,0.04,None,2021-10-16 08:00:00,15.59,15.4,13.99,15.7,1018,84,0.23,92,overcast clouds
417,0.125,0.0,0.174,None,2021-10-16 09:00:00,17.32,17.2,15.11,17.37,1019,80,0.73,93,overcast clouds
418,0.035,0.0,0.227,Low,2021-10-16 10:00:00,17.93,17.84,16.72,17.93,1018,79,0.44,100,overcast clouds
419,0.102,0.0,0.278,Low,2021-10-16 11:00:00,18.98,18.89,16.68,19.04,1019,75,1.36,100,overcast clouds
420,0.57,0.0,0.267,None,2021-10-16 12:00:00,19.53,19.47,17.72,19.59,1018,74,1.84,97,overcast clouds
421,0.564,0.0,0.319,Low,2021-10-16 13:00:00,19.02,19.04,17.72,20.1,1017,79,2.9,100,overcast clouds
422,0.074,0.0,0.332,Low,2021-10-16 14:00:00,20.11,20.16,18.72,20.15,1017,76,3.81,100,light rain
423,0.163,0.0,0.236,None,2021-10-16 15:00:00,20.11,20.19,18.72,20.15,1017,77,3.76,100,overcast clouds
424,0.152,0.0,0.116,None,2021-10-16 16:00:00,19.59,19.64,19.45,19.59,1017,78,3.65,100,overcast clouds
425,0.222,0.0,0.027,None,2021-10-16 17:00:00,19.05,19.05,18.44,19.54,1017,78,3.03,99,overcast clouds
426,0.322,0.0,0.0,None,2021-10-16 18:00:00,18.9,18.99,16.68,19.04,1018,82,2.6,100,light rain
427,0.432,0.0,0.0,None,2021-10-16 19:00:00,17.77,17.85,15.72,17.93,1018,86,2.87,97,moderate rain
428,0.436,0.0,0.0,None,2021-10-16 20:00:00,16.75,16.75,15.11,17.01,1018,87,2.93,100,moderate rain
429,0.254,0.0,0.0,None,2021-10-16 21:00:00,15.64,15.61,14.72,16.45,1018,90,2.82,100,overcast clouds
430,0.253,0.0,0.0,None,2021-10-16 22:00:00,15.67,15.67,14.55,15.9,1018,91,3.67,98,light rain
431,0.253,0.0,0.0,None,2021-10-16 23:00:00,15.66,15.68,14.54,16.45,1017,92,4.1,100,light rain
432,1.038,0.0,0.0,None,2021-10-17 00:00:00,16.2,16.28,15.1,16.45,1018,92,4.06,100,overcast clouds
433,0.48,0.0,0.0,None,2021-10-17 01:00:00,16.26,16.34,15.66,16.72,1017,92,3.81,100,overcast clouds
434,0.334,0.0,0.0,None,2021-10-17 02:00:00,16.78,16.92,15.66,16.82,1017,92,3.41,100,overcast clouds
435,0.335,0.0,0.0,None,2021-10-17 03:00:00,16.78,16.92,15.66,16.82,1017,92,3.13,100,overcast clouds
436,0.254,0.0,0.0,None,2021-10-17 04:00:00,16.84,17.01,16.12,17.72,1016,93,2.84,100,overcast clouds
437,0.268,0.0,0.0,None,2021-10-17 05:00:00,16.84,17.01,16.21,17.72,1016,93,2.7,100,overcast clouds
438,0.322,0.0,0.0,None,2021-10-17 06:00:00,16.84,17.01,16.21,17.72,1016,93,2.55,100,overcast clouds
439,0.299,0.0,0.0,None,2021-10-17 07:00:00,16.82,16.99,16.45,16.82,1017,93,2.33,100,overcast clouds
440,0.244,0.0,0.011,None,2021-10-17 08:00:00,17.37,17.59,16.77,17.72,1017,93,2.17,100,overcast clouds
